county,state,acres92,acres87,acres82,farms92,farms87,farms82,largef92,largef87,largef82,smallf92,smallf87,smallf82,region
FLAGLER COUNTY,FL,52259,83332,102850,93,104,103,14,16,17,9,7,6,S
FRANKLIN COUNTY,FL,-99,-99,-99,6,6,5,0,0,0,3,4,1,S
GA DSDEN COUNTY,FL,57853,62114,77791,333,348,404,7,6,12,20,18,27,S
GILCHRIST COUNTY,FL,70987,87500,96163,329,336,329,10,13,15,12,21,11,S
GLADES COUNTY,FL,369965,222232,489319,206,194,170,31,34,29,16,17,22,S
GULF COUNTY,FL,14203,33644,50027,27,35,39,2,3,5,5,8,5,S
HAMILTON COUNTY,FL,69405,73603,79837,224,256,278,13,14,14,14,11,12,S
HARDEE COUNTY,FL,327611,303892,318990,1169,1130,954,59,59,53,146,110,82,S
HENDRY COUNTY,FL,529835,545111,538360,389,396,298,57,55,54,58,53,24,S
HERNANDO COUNTY,FL,61019,66167,94090,411,431,463,11,13,18,58,55,48,S
HIGHLANDS COUNTY,FL,483835,413381,382875,652,735,564,79,76,76,109,130,77,S
HILLSBOROUGH COUNTY,FL,265443,287951,329293,2760,2754,2748,45,51,48,812,786,741,S
HOLMES COUNTY,FL,86706,86701,106128,523,572,579,8,5,7,25,26,13,S
INDIAN RIVER COUNTY,FL,174673,195671,209222,447,539,422,24,27,26,72,89,53,S
JACKSON COUNTY,FL,244185,269663,269239,808,910,960,50,53,48,26,43,53,S
JEFFERSON COUNTY,FL,118352,130376,137431,297,296,314,22,24,27,27,41,19,S
LAFAYETTE COUNTY,FL,95833,94847,69387,252,273,308,10,8,8,18,17,20,S
LAKE COUNTY,FL,199098,232657,310072,1320,1285,1637,43,47,63,300,272,345,S
LEE COUNTY,FL,106721,132665,118552,517,415,349,26,19,22,188,100,86,S
LEON COUNTY,FL,100764,101885,115261,263,302,310,11,13,17,48,51,45,S
LEVY COUNTY,FL,190553,179608,193458,473,540,476,35,36,39,23,31,22,S
LIBERTY COUNTY,FL,11738,17507,16628,71,80,81,1,2,3,19,21,10,S
MADISON COUNTY,FL,132208,132173,175519,481,482,595,20,26,33,14,23,20,S
MANATEE COUNTY,FL,299699,329388,353958,728,766,707,62,51,56,129,129,133,S
MARION COUNTY,FL,296242,311074,332694,1654,1707,1557,46,46,55,269,253,234,S
MARTIN COUNTY,FL,190788,231522,266175,305,316,280,46,41,44,87,83,53,S
MONROE COUNTY,FL,32,27,-99,15,16,11,0,0,0,15,16,10,S
NASSAU COUNTY,FL,44962,48999,54131,277,317,304,7,11,9,42,45,41,S
OKALOOSA COUNTY,FL,56704,62662,70612,315,322,371,5,7,8,24,33,33,S
OKEECHOBEE COUNTY,FL,351885,384169,381895,418,400,326,75,79,80,75,58,31,S
ORANGE COUNTY,FL,138418,161900,243719,990,1125,1320,30,31,46,433,488,529,S
OSCEOLA COUNTY,FL,716542,787046,928502,499,503,464,59,65,62,104,108,76,S
PALM BEACH COUNTY,FL,637934,659438,667817,924,975,800,67,70,73,380,377,278,S
PASCO COUNTY,FL,221232,218953,274111,922,1011,1072,46,44,47,171,190,198,S
PINELLAS COUNTY,FL,4123,8549,13415,124,166,222,1,2,3,86,93,116,S
POLK COUNTY,FL,611336,602461,680156,2294,2638,2357,110,122,133,475,528,425,S
PUTNAM COUNTY,FL,105621,106993,144829,400,421,549,17,18,22,73,66,113,S
ST JOHNS COUNTY,FL,48839,49414,72712,166,172,186,13,8,9,29,31,29,S
ST LUCIE COUNTY,FL,300622,297433,302810,539,522,433,46,48,47,92,95,57,S
SANTA ROSA COUNTY,FL,79270,81667,92066,430,435,479,11,11,15,45,37,37,S
SARASOTA COUNTY,FL,151242,166766,206976,328,352,317,23,21,26,107,82,90,S
SEMINOLE COUNTY,FL,59642,59933,66380,352,390,503,10,8,9,133,119,172,S
SUMTER COUNTY,FL,253330,253897,295867,720,705,658,33,33,32,65,57,42,S
SUWANNEE COUNTY,FL,161936,182409,200607,932,985,1030,17,16,18,33,54,55,S
TAYLOR COUNTY,FL,-99,77346,101396,125,158,180,12,11,15,10,8,12,S
UNION COUNTY,FL,48280,67317,63173,175,205,216,5,8,8,8,15,10,S
VOLUSIA COUNTY,FL,138208,192768,221212,978,920,1037,22,24,26,326,263,327,S
WAKULLA COUNTY,FL,8679,-99,12874,83,87,96,1,2,2,22,20,13,S
WALTON COUNTY,FL,96730,104239,115353,383,430,470,10,14,14,19,23,15,S
WASHINGTON COUNTY,FL,45214,61647,79647,274,318,424,4,8,6,20,22,21,S
APPLING COUNTY,GA,105538,109682,133740,535,519,653,13,13,18,34,19,33,S
ATKINSON COUNTY,GA,77659,78379,91110,244,255,267,12,10,16,20,16,13,S
BACON COUNTY,GA,78739,81411,90957,349,345,422,8,8,8,17,16,14,S
BAKER COUNTY,GA,108840,117249,153564,130,155,178,28,27,37,4,6,5,S
BALDWIN COUNTY,GA,32976,36490,44450,118,135,148,6,6,5,4,6,6,S
BANKS COUNTY,GA,49397,54110,46928,469,477,414,1,2,2,40,31,36,S
BARROW COUNTY,GA,35851,40233,39490,386,411,421,2,3,2,39,30,25,S
BARTOW COUNTY,GA,85075,87513,103499,390,429,463,10,9,11,22,28,23,S
BEN HILL COUNTY,GA,47071,57533,65461,183,195,232,10,11,15,11,9,10,S
BERRIEN COUNTY,GA,129216,130169,157003,436,477,556,23,21,23,25,31,31,S
BIBB COUNTY,GA,17105,16724,24006,134,140,167,1,0,2,19,14,16,S
BLECKLEY COUNTY,GA,62983,68705,73328,201,206,249,15,16,15,12,9,13,S
BRANTLEY COUNTY,GA,27561,29178,39903,230,234,345,0,0,0,22,19,27,S
BROOKS COUNTY,GA,168861,169775,197539,441,438,521,35,36,42,25,17,32,S
BRYAN COUNTY,GA,15948,19771,25101,51,62,93,3,4,5,6,1,6,S
BULLOCH COUNTY,GA,213943,216594,235626,558,592,702,61,57,58,23,38,43,S
BURKE COUNTY,GA,166511,202944,272200,315,335,390,57,61,80,11,21,11,S
BUTTS COUNTY,GA,29213,29157,30014,139,146,171,4,5,2,4,7,6,S
CALHOUN COUNTY,GA,113861,115032,112881,114,127,135,39,40,30,8,7,6,S
CAMDEN COUNTY,GA,17944,22829,34047,50,54,59,5,7,10,8,15,13,S
CANDLER COUNTY,GA,57074,61918,70212,229,234,261,5,6,11,10,6,11,S
CARROLL COUNTY,GA,82549,87895,97205,771,824,868,4,2,4,36,31,35,S
CATOOSA COUNTY,GA,29451,32362,39381,242,256,315,1,2,2,14,10,18,S
CHARLTON COUNTY,GA,21697,25758,36940,88,90,130,2,5,5,11,14,19,S
CHATHAM COUNTY,GA,8518,10641,12715,40,51,59,4,4,5,10,8,15,S
CHATTAHOOCHEE COUNTY,GA,5901,4268,5086,16,13,18,0,0,0,0,0,0,S
CHATTOOGA COUNTY,GA,52651,55316,62260,257,296,292,4,5,7,4,2,9,S
CHEROKEE COUNTY,GA,33641,38031,45953,473,551,611,1,1,1,76,62,74,S
CLARKE COUNTY,GA,11559,14075,15105,76,86,102,1,2,3,8,7,12,S
CLAY COUNTY,GA,42678,46081,55315,49,60,94,14,14,16,3,1,0,S
CLAYTON COUNTY,GA,4519,8028,7137,56,73,81,0,1,0,12,12,14,S
CLINCH COUNTY,GA,13563,14747,20887,89,115,115,1,1,4,21,33,34,S
COBB COUNTY,GA,10192,13420,17468,136,180,264,0,1,0,13,35,38,S
COFFEE COUNTY,GA,178861,178875,200598,711,649,833,26,29,24,53,47,55,S
COLQUITT COUNTY,GA,198184,196029,217155,693,706,867,47,38,34,64,49,51,S
COLUMBIA COUNTY,GA,26984,27042,41605,154,187,222,5,5,9,20,22,14,S
COOK COUNTY,GA,72636,65275,90493,266,293,380,16,8,13,13,14,20,S
COWETA COUNTY,GA,41972,51802,67126,333,366,376,2,5,9,19,13,12,S
CRAWFORD COUNTY,GA,37973,40165,45285,122,136,153,7,9,10,13,4,6,S
CRISP COUNTY,GA,109923,112431,123140,199,192,226,41,36,40,12,8,12,S
DADE COUNTY,GA,25802,27899,35150,191,167,183,3,4,8,19,13,6,S
DAWSON COUNTY,GA,19060,17887,18021,170,182,192,2,0,0,14,15,24,S
DECATUR COUNTY,GA,168593,163114,194568,342,376,484,47,45,53,17,27,30,S
DE KALB COUNTY,GA,3046,3841,5083,51,59,95,0,0,0,18,18,27,S
DODGE COUNTY,GA,97215,109461,132166,394,428,482,17,18,23,14,16,12,S
DOOLY COUNTY,GA,156805,158249,163961,240,295,304,51,49,42,13,26,16,S
DOUGHERTY COUNTY,GA,71135,82305,108167,166,165,199,17,23,22,31,31,40,S
DOUGLAS COUNTY,GA,8151,10770,14583,103,134,151,0,1,1,12,11,16,S
EARLY COUNTY,GA,184137,179393,192485,314,336,389,56,51,46,14,27,25,S
ECHOLS COUNTY,GA,16362,13745,17982,85,80,110,4,1,4,10,7,17,S
EFFINGHAM COUNTY,GA,43775,56083,74557,182,202,293,10,14,15,14,13,17,S
ELBERT COUNTY,GA,54233,59529,62921,314,331,368,5,7,6,10,7,13,S
EMANUEL COUNTY,GA,123702,129703,170341,381,423,519,31,22,31,10,19,27,S
EVANS COUNTY,GA,40608,44076,55751,168,181,211,9,9,12,9,15,12,S
FANNIN COUNTY,GA,15577,19413,21215,176,196,233,0,0,0,8,4,9,S
FAYETTE COUNTY,GA,22212,27119,31933,208,248,253,0,1,1,18,18,18,S
FLOYD COUNTY,GA,73659,83152,93959,424,478,504,9,14,14,10,12,13,S
FORSYTH COUNTY,GA,36260,42909,48952,502,567,631,5,3,3,82,91,95,S
FRANKLIN COUNTY,GA,74641,75379,81128,666,677,665,2,2,3,40,46,32,S
FULTON COUNTY,GA,21975,32832,42527,235,344,379,3,5,6,40,58,61,S
GILMER COUNTY,GA,25376,27498,31515,252,248,272,1,1,1,23,21,22,S
GLASCOCK COUNTY,GA,28535,27209,28357,78,79,96,6,8,8,1,3,4,S
GLYNN COUNTY,GA,9681,10276,9881,41,48,55,1,2,2,8,5,11,S
GORDON COUNTY,GA,73869,72227,85155,538,548,578,6,8,11,32,36,37,S
GRADY COUNTY,GA,137637,143021,161940,521,544,625,31,30,27,27,32,27,S
GREENE COUNTY,GA,46748,53755,57623,207,203,236,6,10,11,9,11,9,S
GWINNETT COUNTY,GA,24239,29435,33762,345,441,492,1,1,1,51,60,44,S
HABERSHAM COUNTY,GA,36074,39886,42024,455,452,409,1,2,2,58,62,51,S
HALL COUNTY,GA,53944,60703,66475,689,821,874,1,0,0,76,97,90,S
HANCOCK COUNTY,GA,35387,44611,47699,102,138,151,9,8,9,1,2,5,S
HARALSON COUNTY,GA,31529,36580,38433,255,295,321,1,1,3,14,17,15,S
HARRIS COUNTY,GA,31037,38542,62225,219,214,255,4,4,10,22,7,12,S
HART COUNTY,GA,58529,62286,68066,452,507,548,4,4,4,21,28,31,S
HEARD COUNTY,GA,24242,33166,35969,153,192,190,2,3,4,7,5,7,S
HENRY COUNTY,GA,45624,49181,58858,355,388,426,4,4,5,29,21,36,S
HOUSTON COUNTY,GA,73417,79768,101724,222,264,295,17,23,35,38,33,36,S
IRWIN COUNTY,GA,135247,143298,151911,351,371,419,35,38,33,18,15,16,S
JACKSON COUNTY,GA,83074,87128,87083,746,770,782,8,5,6,57,59,80,S
JASPER COUNTY,GA,60811,61180,67489,201,204,232,10,11,11,10,10,5,S
JEFF DAVIS COUNTY,GA,72626,75815,106265,263,284,394,9,10,18,11,26,32,S
JEFFERSON COUNTY,GA,136082,141586,157491,295,339,391,25,35,40,21,21,21,S
JENKINS COUNTY,GA,77532,84507,107095,178,208,251,26,23,34,8,15,13,S
JOHNSON COUNTY,GA,71379,85371,84883,224,273,304,11,16,14,11,6,10,S
JONES COUNTY,GA,31394,32323,39866,157,164,184,1,1,4,11,9,8,S
LAMAR COUNTY,GA,39712,37948,41854,203,210,238,5,6,5,5,9,6,S
LANIER COUNTY,GA,40955,50529,51845,107,130,172,9,10,12,8,16,11,S
LAURENS COUNTY,GA,168051,179300,212563,599,622,803,35,33,38,38,23,28,S
LEE COUNTY,GA,104768,132710,167360,136,162,186,30,39,43,7,11,9,S
LIBERTY COUNTY,GA,15583,18248,19965,49,41,61,3,4,4,7,1,5,S
LINCOLN COUNTY,GA,32657,36282,43829,163,156,182,5,4,8,5,1,12,S
LONG COUNTY,GA,11969,12380,16215,67,75,104,2,2,1,4,2,9,S
LOWNDES COUNTY,GA,73023,72361,122198,363,411,548,9,11,17,32,44,67,S
LUMPKIN COUNTY,GA,23284,25861,29599,229,269,289,1,3,2,30,29,30,S
MCDUFFIE COUNTY,GA,33785,38527,53111,211,186,216,4,8,10,13,4,6,S
MCINTOSH COUNTY,GA,8003,5071,5107,33,23,29,2,1,1,6,2,1,S
MACON COUNTY,GA,120839,132825,139485,274,252,267,39,35,43,24,12,14,S
MADISON COUNTY,GA,61757,62860,63852,605,593,582,1,1,3,34,33,44,S
MARION COUNTY,GA,45448,41517,44848,133,128,147,9,7,9,6,11,9,S
MERIWETHER COUNTY,GA,68729,77983,91051,268,301,380,13,14,12,8,8,10,S
MILLER COUNTY,GA,121588,131334,125129,288,311,342,36,31,24,24,20,18,S
MITCHELL COUNTY,GA,205573,223620,236382,463,496,578,64,71,75,23,28,40,S
MONROE COUNTY,GA,44599,39407,58630,179,160,172,5,7,9,12,9,11,S
MONTGOMERY COUNTY,GA,64901,82235,83512,231,247,274,13,17,19,14,13,7,S
MORGAN COUNTY,GA,93061,102278,110077,366,368,355,16,20,24,11,11,18,S
MURRAY COUNTY,GA,32950,33723,39488,216,240,310,5,2,3,10,8,20,S
MUSCOGEE COUNTY,GA,4870,5304,11879,44,49,49,1,0,2,8,9,8,S
NEWTON COUNTY,GA,45845,43814,50516,255,277,286,9,6,9,15,15,15,S
OCONEE COUNTY,GA,51836,50545,60561,298,295,295,8,7,11,16,19,17,S
OGLETHORPE COUNTY,GA,55310,63352,69948,303,314,351,9,10,12,19,9,13,S
PAULDING COUNTY,GA,18644,25751,28661,220,275,296,1,4,1,11,20,28,S
PEACH COUNTY,GA,44470,54722,54426,157,170,179,11,16,13,21,13,20,S
PICKENS COUNTY,GA,18254,17760,21829,207,217,228,0,0,0,17,16,17,S
PIERCE COUNTY,GA,80905,95525,102795,357,376,491,15,15,18,29,32,41,S
PIKE COUNTY,GA,45450,48381,55751,253,282,292,7,5,7,8,2,2,S
POLK COUNTY,GA,46014,46954,47321,310,314,327,3,7,7,17,9,11,S
PULASKI COUNTY,GA,80396,86400,89515,137,163,188,21,26,26,7,5,7,S
PUTNAM COUNTY,GA,34746,42314,45227,166,174,167,5,8,9,8,11,5,S
QUITMAN COUNTY,GA,11559,17655,23354,24,25,34,4,5,5,2,1,2,S
RABUN COUNTY,GA,12733,14377,11630,131,151,143,2,2,2,19,16,15,S
RANDOLPH COUNTY,GA,95876,102208,123624,126,117,162,36,29,37,4,5,6,S
RICHMOND COUNTY,GA,15974,17803,24941,113,130,139,2,2,5,14,23,16,S
ROCKDALE COUNTY,GA,12836,13310,14165,118,112,128,2,3,2,22,15,8,S
SCHLEY COUNTY,GA,37923,38002,37825,91,94,111,10,7,11,1,5,4,S
SCREVEN COUNTY,GA,138803,144990,184117,282,304,409,41,39,39,14,10,11,S
SEMINOLE COUNTY,GA,108967,99731,99299,184,210,232,27,27,23,8,13,14,S
SPALDING COUNTY,GA,24086,36002,41279,213,247,262,2,3,8,11,18,20,S
STEPHENS COUNTY,GA,15521,15235,17028,172,198,221,0,0,0,9,14,16,S
STEWART COUNTY,GA,49043,47913,67679,97,99,111,11,10,15,7,0,6,S
SUMTER COUNTY,GA,169989,175496,193611,314,314,360,44,55,50,22,27,17,S
TALBOT COUNTY,GA,38313,38854,41585,127,128,144,6,6,7,4,3,3,S
TALIAFERRO COUNTY,GA,19314,19096,22201,68,63,82,2,2,1,2,2,6,S
TATTNALL COUNTY,GA,119873,116792,129551,539,525,631,20,18,15,52,49,58,S
TAYLOR COUNTY,GA,54356,77132,90000,168,172,204,12,16,16,12,4,1,S
TELFAIR COUNTY,GA,71097,69216,100012,276,324,425,13,6,10,10,14,12,S
TERRELL COUNTY,GA,142824,153842,154666,199,197,229,50,50,46,13,9,16,S
THOMAS COUNTY,GA,174020,217103,215350,465,507,540,40,39,45,35,35,41,S
TIFT COUNTY,GA,114487,107554,109676,365,351,393,28,21,26,28,26,23,S
TOOMBS COUNTY,GA,88811,84365,98552,332,325,407,17,17,16,14,16,21,S
TOWNS COUNTY,GA,9910,10638,13613,128,149,176,0,0,0,6,11,11,S
TREUTLEN COUNTY,GA,32800,36169,54126,116,121,195,5,4,7,4,4,8,S
TROUP COUNTY,GA,40783,52513,55245,244,281,291,3,3,6,14,17,18,S
TURNER COUNTY,GA,98824,114329,114719,278,285,324,29,23,24,17,12,8,S
TWIGGS COUNTY,GA,31161,31693,40169,113,112,149,9,6,10,7,4,7,S
UNION COUNTY,GA,21973,23141,28145,261,263,307,0,0,1,11,15,17,S
UPSON COUNTY,GA,32865,40530,49705,175,214,243,4,3,9,8,11,4,S
WALKER COUNTY,GA,88829,95243,104909,527,563,584,7,6,11,23,26,25,S
WALTON COUNTY,GA,55779,65220,80417,434,469,462,5,9,14,32,20,24,S
WARE COUNTY,GA,53895,62172,67687,296,313,394,10,13,6,39,37,53,S
WARREN COUNTY,GA,47000,52582,59762,136,146,168,7,11,10,1,4,3,S
WASHINGTON COUNTY,GA,111801,115320,133173,299,308,379,26,24,28,11,11,11,S
WAYNE COUNTY,GA,54445,59849,69098,283,315,416,11,5,6,12,17,30,S
WEBSTER COUNTY,GA,53291,59784,59016,80,94,106,18,17,17,5,4,2,S
WHEELER COUNTY,GA,48755,50680,78431,155,195,260,6,9,18,3,8,8,S
WHITE COUNTY,GA,24127,23038,23376,297,304,320,1,0,0,38,30,35,S
WHITFIELD COUNTY,GA,38691,43163,47464,395,382,422,1,1,3,36,31,35,S
WILCOX COUNTY,GA,115516,114903,113807,292,274,304,31,25,27,13,15,18,S
WILKES COUNTY,GA,93078,104171,121205,319,331,382,17,24,26,11,12,16,S
WILKINSON COUNTY,GA,31838,43223,47319,99,121,162,5,6,7,1,2,6,S
WORTH COUNTY,GA,200061,198012,196673,454,478,557,63,54,49,34,31,25,S
HAWAII COUNTY,HI,926607,1007287,1172448,3157,2810,2539,55,60,58,1960,1602,1468,W
HONOLULU COUNTY,HI,91998,130771,125932,892,938,976,10,16,15,696,707,768,W
KAUAI COUNTY,HI,214452,224153,255981,437,400,410,13,13,15,249,181,191,W
MAUI COUNTY,HI,355786,359310,403140,850,722,670,26,25,24,505,365,316,W
ADAIR COUNTY,IA,328970,353365,355269,891,970,1065,56,53,42,55,63,48,NC
ADAMS COUNTY,IA,239800,243607,254071,643,688,737,38,32,21,40,50,33,NC
ALLAMAKEE COUNTY,IA,321728,321226,351756,1000,1062,1134,46,37,37,55,61,56,NC
APPANOOSE COUNTY,IA,238609,244661,236501,827,891,900,28,33,23,25,39,36,NC
AUDUBON COUNTY,IA,268506,268437,283782,740,851,905,45,30,25,60,79,39,NC
BENTON COUNTY,IA,427215,419480,441810,1325,1434,1585,56,43,34,101,105,102,NC
BLACK HAWK COUNTY,IA,299502,305516,308845,1111,1269,1352,49,34,27,116,152,154,NC
BOONE COUNTY,IA,330080,336666,333139,923,1029,1153,69,49,35,80,71,87,NC
BREMER COUNTY,IA,236668,235086,250402,1058,1140,1287,25,18,11,96,116,109,NC
BUCHANAN COUNTY,IA,333115,337126,335502,1193,1332,1403,50,35,31,83,91,88,NC
BUENA VISTA COUNTY,IA,341923,358798,361120,972,1097,1185,38,30,21,96,81,75,NC
BUTLER COUNTY,IA,315448,328114,336000,1146,1294,1467,32,23,21,116,129,139,NC
CALHOUN COUNTY,IA,345567,342160,351373,899,992,1164,58,35,28,71,61,78,NC
CARROLL COUNTY,IA,359755,366656,363436,1197,1319,1396,39,25,20,108,121,115,NC
CASS COUNTY,IA,347353,333083,345726,905,942,1087,70,52,38,55,66,72,NC
CEDAR COUNTY,IA,338801,345483,349453,1099,1170,1323,40,28,32,91,103,111,NC
CERRO GORDO COUNTY,IA,308497,317974,327445,821,929,1045,53,44,50,54,61,80,NC
CHEROKEE COUNTY,IA,336254,338708,340594,979,1091,1214,41,31,18,64,86,94,NC
CHICKASAW COUNTY,IA,274905,276216,289542,1007,1054,1180,36,22,33,82,73,103,NC
CLARKE COUNTY,IA,236409,229423,236759,680,697,766,42,33,25,36,38,34,NC
CLAY COUNTY,IA,314812,315558,347722,770,877,1045,58,35,37,52,78,58,NC
CLAYTON COUNTY,IA,456954,450742,447361,1617,1705,1725,35,28,31,80,116,78,NC
CLINTON COUNTY,IA,368114,376952,398062,1362,1437,1570,34,29,36,113,115,128,NC
CRAWFORD COUNTY,IA,415104,406895,426523,1260,1339,1511,61,45,33,87,120,92,NC
DALLAS COUNTY,IA,312173,328319,346023,944,1081,1208,67,59,48,82,85,81,NC
DAVIS COUNTY,IA,275319,266999,278852,892,921,954,49,37,43,29,44,32,NC
DECATUR COUNTY,IA,261494,278714,300684,648,715,769,52,54,56,20,34,37,NC
DELAWARE COUNTY,IA,336131,353940,351861,1367,1452,1481,25,22,15,112,105,95,NC
DES MOINES COUNTY,IA,192467,210843,224770,681,753,815,33,30,24,56,56,72,NC
DICKINSON COUNTY,IA,202249,211002,227557,554,593,652,30,34,31,38,47,43,NC
DUBUQUE COUNTY,IA,343870,334112,338912,1653,1689,1708,13,10,8,107,128,88,NC
EMMET COUNTY,IA,224811,227932,245412,557,609,714,31,26,14,37,33,37,NC
FAYETTE COUNTY,IA,401625,420682,437010,1416,1510,1641,48,49,44,111,112,102,NC
FLOYD COUNTY,IA,287586,296488,301722,882,985,1097,49,35,31,69,67,64,NC
FRANKLIN COUNTY,IA,343367,346389,366773,929,1012,1168,51,41,34,67,86,91,NC
FREMONT COUNTY,IA,302352,308796,306786,596,719,771,91,72,51,37,59,50,NC
GREENE COUNTY,IA,366927,353283,359023,851,948,1054,78,52,38,51,81,89,NC
GRUNDY COUNTY,IA,317205,319657,320558,853,1037,1135,55,41,34,88,108,107,NC
GUTHRIE COUNTY,IA,328885,316631,326495,946,960,1105,60,42,33,74,58,67,NC
HAMILTON COUNTY,IA,332377,347353,358259,873,1026,1158,58,38,34,65,84,87,NC
HANCOCK COUNTY,IA,329151,347774,351156,939,1052,1176,44,26,25,67,64,70,NC
HARDIN COUNTY,IA,332358,337990,355823,986,1065,1208,56,36,42,90,115,132,NC
HARRISON COUNTY,IA,399155,387190,408601,919,1024,1192,88,62,51,60,60,66,NC
HENRY COUNTY,IA,225835,231617,239403,795,893,963,31,20,18,57,69,63,NC
HOWARD COUNTY,IA,260781,269285,278861,881,938,1055,40,33,30,68,64,70,NC
HUMBOLDT COUNTY,IA,280797,275393,275422,677,754,848,44,28,24,50,46,51,NC
IDA COUNTY,IA,272831,260103,259676,729,787,874,48,30,10,54,58,59,NC
IOWA COUNTY,IA,321285,329705,361465,977,1057,1150,43,32,36,58,64,62,NC
JACKSON COUNTY,IA,346569,345612,347358,1326,1354,1422,28,22,17,86,91,91,NC
JASPER COUNTY,IA,431185,427196,447362,1309,1465,1589,82,53,46,117,142,128,NC
JEFFERSON COUNTY,IA,227073,234816,247992,740,775,894,38,30,28,55,41,54,NC
JOHNSON COUNTY,IA,284537,305634,328240,1242,1356,1508,27,31,26,74,104,99,NC
JONES COUNTY,IA,321950,322206,336524,1112,1161,1307,34,28,25,101,78,67,NC
KEOKUK COUNTY,IA,322401,343164,350693,952,1036,1193,55,52,35,47,80,73,NC
KOSSUTH COUNTY,IA,615034,599153,611480,1592,1718,1885,82,69,64,79,100,116,NC
LEE COUNTY,IA,266083,266090,266741,872,989,1060,42,37,32,44,47,54,NC
LINN COUNTY,IA,349252,356000,368525,1529,1690,1810,44,35,27,134,135,128,NC
LOUISA COUNTY,IA,191291,198855,208670,554,634,699,30,28,21,29,43,43,NC
LUCAS COUNTY,IA,219370,206519,219497,630,690,769,35,31,28,16,30,34,NC
LYON COUNTY,IA,347599,342938,357493,1194,1234,1391,32,24,15,128,125,127,NC
MADISON COUNTY,IA,305685,293643,313648,1026,1059,1154,47,44,39,47,75,81,NC
MAHASKA COUNTY,IA,314887,328093,336033,1075,1193,1265,32,27,22,93,95,87,NC
MARION COUNTY,IA,268520,279315,292414,996,1131,1231,34,28,21,78,102,93,NC
MARSHALL COUNTY,IA,312858,330012,337775,949,1073,1201,55,46,39,72,94,110,NC
MILLS COUNTY,IA,237862,245380,254238,563,641,684,58,45,50,33,37,40,NC
MITCHELL COUNTY,IA,263047,270582,273000,825,939,1011,36,25,19,79,97,72,NC
MONONA COUNTY,IA,392835,377030,378621,822,854,933,104,93,71,59,50,53,NC
MONROE COUNTY,IA,223638,225145,222200,682,736,761,31,25,24,26,34,28,NC
MONTGOMERY COUNTY,IA,240100,247891,253540,617,701,769,40,29,21,26,39,51,NC
MUSCATINE COUNTY,IA,219832,233026,238127,803,901,1005,31,27,14,54,65,85,NC
O'BRIEN COUNTY,IA,362109,362209,362863,1147,1232,1337,38,31,21,129,117,121,NC
OSCEOLA COUNTY,IA,260780,230671,246057,737,731,833,44,27,20,58,63,72,NC
PAGE COUNTY,IA,318778,337772,333108,916,1015,1057,46,35,30,55,58,60,NC
PALO ALTO COUNTY,IA,338730,343857,345327,841,934,1015,48,46,30,60,65,47,NC
PLYMOUTH COUNTY,IA,518247,521469,518018,1615,1740,1874,72,50,34,151,133,127,NC
POCAHONTAS COUNTY,IA,359442,349376,357387,919,987,1105,52,32,24,46,50,64,NC
POLK COUNTY,IA,229818,238256,247261,832,1001,1110,48,48,39,70,108,100,NC
POTTAWATTAMI COUNTY,IA,542855,543881,555348,1441,1652,1828,99,83,72,102,147,132,NC
POWESHIEK COUNTY,IA,340982,335448,355718,933,1047,1152,56,47,40,64,85,86,NC
RINGGOLD COUNTY,IA,293266,285258,313971,676,701,776,67,56,43,17,34,33,NC
SAC COUNTY,IA,364172,359677,359157,967,1035,1146,56,38,31,82,73,79,NC
SCOTT COUNTY,IA,233217,230461,239166,913,973,1097,31,22,18,69,81,83,NC
SHELBY COUNTY,IA,353570,351387,356831,1088,1177,1317,41,29,16,105,99,99,NC
SIOUX COUNTY,IA,495769,472363,469990,1998,2015,2100,38,33,21,293,310,259,NC
STORY COUNTY,IA,331211,327081,338392,990,1138,1248,56,45,32,75,105,94,NC
TAMA COUNTY,IA,401858,417178,419586,1294,1404,1508,52,42,31,101,102,95,NC
TAYLOR COUNTY,IA,278922,291057,292301,741,774,890,50,43,31,36,35,42,NC
UNION COUNTY,IA,236265,233595,235561,671,693,772,31,33,28,32,36,49,NC
VAN BUREN COUNTY,IA,241422,244939,270672,752,783,883,35,33,33,35,37,46,NC
WAPELLO COUNTY,IA,195021,211685,222717,757,899,959,26,18,20,33,40,38,NC
WARREN COUNTY,IA,302487,303783,320840,1216,1310,1394,54,47,44,68,86,91,NC
WASHINGTON COUNTY,IA,309508,321504,337850,1078,1158,1238,32,29,30,97,101,103,NC
WAYNE COUNTY,IA,282723,281269,290174,734,743,824,49,43,33,47,45,33,NC
WEBSTER COUNTY,IA,408462,416623,419632,1059,1235,1357,76,60,47,85,75,105,NC
WINNEBAGO COUNTY,IA,231977,242430,246550,645,742,847,38,29,25,50,54,72,NC
WINNESHIEK COUNTY,IA,357684,377025,400613,1495,1633,1724,16,15,14,99,113,90,NC
WOODBURY COUNTY,IA,442247,451759,478624,1254,1360,1579,85,69,67,118,123,122,NC
WORTH COUNTY,IA,224632,221678,234314,642,667,798,44,23,21,58,53,67,NC
WRIGHT COUNTY,IA,353683,344010,360468,812,882,1009,73,56,43,54,40,63,NC
ADA COUNTY,ID,232879,247084,247232,1174,1293,1408,35,33,36,302,294,337,W
ADAMS COUNTY,ID,221209,207722,156465,271,257,218,41,44,39,45,31,16,W
